id;species;TRIM;title;transcripts;location
100715495;Cavia porcellus;5;LOC100715495 tripartite motif-containing protein 5-like;['XM_013147641.1'];NT_176348.1
118525312;Halichoerus grypus;22;TRIM22 tripartite motif containing 22;['XM_036075992.1', 'XM_036075991.1', 'XM_036075990.1', 'XM_036075989.1'];NW_023402369.1
118525313;Halichoerus grypus;6;TRIM6 tripartite motif containing 6;['XM_036075996.1', 'XM_036075995.1', 'XM_036075994.1', 'XM_036075993.1'];NW_023402369.1
118525315;Halichoerus grypus;34;LOC118525315 tripartite motif-containing protein 34-like;['XM_036076012.1', 'XM_036076011.1', 'XM_036076010.1', 'XM_036076009.1', 'XM_036076008.1', 'XM_036076007.1', 'XM_036076006.1'];NW_023402369.1
118525314;Halichoerus grypus;34;LOC118525314 tripartite motif-containing protein 34-like;['XM_036076004.1', 'XM_036076003.1', 'XM_036076002.1', 'XM_036076001.1', 'XM_036076000.1', 'XM_036075999.1', 'XM_036075998.1', 'XM_036075997.1'];NW_023402369.1
103891859;Pongo abelii;34;TRIM34 tripartite motif containing 34;['XM_024255659.1', 'XM_009246711.2', 'XM_009246710.2'];NC_036914.1
100294624;Pongo abelii;22;TRIM22 tripartite motif containing 22;['XM_024254712.1', 'NM_001159808.1'];NC_036914.1
100137088;Pongo abelii;5;TRIM5 tripartite motif containing 5;['XM_024254357.1', 'XM_024254356.1', 'NM_001131070.1'];NC_036914.1
100174213;Pongo abelii;6;TRIM6 tripartite motif containing 6;['NM_001133690.3', 'XM_024254633.1', 'XM_009246709.2', 'XM_024254631.1'];NC_036914.1
101532304;Ochotona princeps;6;LOC101532304 tripartite motif-containing protein 6;['XM_036494363.1', 'XM_004589972.1'];NC_050536.1
101532545;Ochotona princeps;5;LOC101532545 tripartite motif-containing protein 5;['XM_004589973.3'];NC_050536.1
118760411;Ochotona princeps;6;LOC118760411 tripartite motif-containing protein 6-like;[];NC_050568.1
122114953;Dipodomys spectabilis;5;LOC122114953 tripartite motif-containing protein 5-like;['XM_042688243.1', 'XM_042688234.1', 'XM_042688228.1', 'XM_042688224.1'];NW_024870680.1
122114994;Dipodomys spectabilis;6;LOC122114994 tripartite motif-containing protein 6-like;['XM_042688287.1', 'XM_042688279.1'];NW_024870680.1
122114988;Dipodomys spectabilis;5;LOC122114988 tripartite motif-containing protein 5-like;['XM_042688265.1'];NW_024870680.1
122114980;Dipodomys spectabilis;5;LOC122114980 tripartite motif-containing protein 5-like;['XM_042688253.1'];NW_024870680.1
122114846;Dipodomys spectabilis;5;LOC122114846 tripartite motif-containing protein 5-like;['XM_042688108.1'];NW_024870789.1
122102281;Dipodomys spectabilis;34;LOC122102281 tripartite motif-containing protein 34-like;[];NW_024871460.1
123601257;Leopardus geoffroyi;6;TRIM6 tripartite motif containing 6;['XM_045484278.1', 'XM_045484277.1', 'XM_045484276.1', 'XM_045484275.1', 'XM_045484274.1', 'XM_045484273.1'];NC_059329.1
123601259;Leopardus geoffroyi;22;LOC123601259 E3 ubiquitin-protein ligase TRIM22-like;[];NC_059329.1
123601256;Leopardus geoffroyi;34;LOC123601256 tripartite motif-containing protein 34-like;['XM_045484272.1', 'XM_045484271.1', 'XM_045484270.1', 'XM_045484269.1', 'XM_045484268.1', 'XM_045484267.1', 'XM_045484265.1'];NC_059329.1
102813727;Chrysochloris asiatica;34;TRIM34 tripartite motif containing 34;['XM_006878302.1'];NW_006408658.1
102838123;Chrysochloris asiatica;5;TRIM5 tripartite motif containing 5;['XM_006870328.1'];NW_006408658.1
102838496;Chrysochloris asiatica;5;LOC102838496 tripartite motif-containing protein 5-like;['XM_006870329.1'];NW_006408658.1
102838874;Chrysochloris asiatica;6;LOC102838874 tripartite motif-containing protein 6-like;[];NW_006408658.1
102833351;Chrysochloris asiatica;6;LOC102833351 tripartite motif-containing protein 6-like;[];NW_006408542.1
102009273;Chinchilla lanigera;34;LOC102009273 tripartite motif-containing protein 34;['XM_013512001.1', 'XM_013512000.1', 'XM_005380098.2', 'XM_005380097.2'];NW_004955414.1
102008616;Chinchilla lanigera;6;Trim6 tripartite motif containing 6;['XM_013511999.1', 'XM_013511998.1', 'XM_013511997.1', 'XM_013511995.1', 'XM_013511994.1', 'XM_005380095.2'];NW_004955414.1
102007986;Chinchilla lanigera;5;LOC102007986 tripartite motif-containing protein 5-like;['XM_013512004.1', 'XM_005380093.2', 'XM_013512002.1'];NW_004955414.1
102008935;Chinchilla lanigera;5;LOC102008935 tripartite motif-containing protein 5-like;['XM_013512006.1', 'XM_013512005.1'];NW_004955414.1
106147995;Chinchilla lanigera;5;LOC106147995 tripartite motif-containing protein 5-like;['XM_013511731.1'];NW_004955414.1
102007543;Chinchilla lanigera;5;LOC102007543 tripartite motif-containing protein 5-like;['XM_013511732.1'];NW_004955414.1
106147996;Chinchilla lanigera;5;LOC106147996 tripartite motif-containing protein 5-like;[];NW_004955414.1
101327542;Tursiops truncatus;6;LOC101327542 tripartite motif-containing protein 6;['XM_019948125.2', 'XM_019948124.2', 'XR_002179011.2', 'XR_002179010.2', 'XR_002179009.2', 'XR_004527902.1', 'XR_002179008.2', 'XM_004327721.3'];NC_047041.1
116525025;Sapajus apella;22;TRIM22 tripartite motif containing 22;['XM_032240541.1', 'XM_032240540.1', 'XM_032240539.1'];NW_022436987.1
116525021;Sapajus apella;34;TRIM34 tripartite motif containing 34;['XM_032240532.1', 'XM_032240531.1', 'XM_032240530.1', 'XM_032240529.1', 'XM_032240528.1'];NW_022436987.1
116525024;Sapajus apella;5;TRIM5 tripartite motif containing 5;['XM_032240538.1', 'XM_032240537.1', 'XM_032240536.1'];NW_022436987.1
116525022;Sapajus apella;6;TRIM6 tripartite motif containing 6;['XM_032240534.1', 'XM_032240533.1'];NW_022436987.1
117030612;Rhinolophus ferrumequinum;6;TRIM6 tripartite motif containing 6;['XM_033120757.1', 'XM_033120756.1'];NC_046294.1
117029704;Rhinolophus ferrumequinum;22;LOC117029704 E3 ubiquitin-protein ligase TRIM22-like;['XM_033118909.1'];NC_046294.1
117029703;Rhinolophus ferrumequinum;22;LOC117029703 E3 ubiquitin-protein ligase TRIM22-like;['XM_033118908.1'];NC_046294.1
117030611;Rhinolophus ferrumequinum;34;LOC117030611 tripartite motif-containing protein 34-like;['XM_033120755.1', 'XM_033120754.1'];NC_046294.1
108288363;Cebus imitator;22;TRIM22 tripartite motif containing 22;['XM_017507270.2', 'XM_017507269.2', 'XM_017507268.1'];NW_016107685.1
108288365;Cebus imitator;6;TRIM6 tripartite motif containing 6;['XM_037730956.1', 'XM_017507273.2'];NW_016107685.1
108288364;Cebus imitator;5;TRIM5 tripartite motif containing 5;['XM_017507272.2', 'XM_017507271.2'];NW_016107685.1
108288361;Cebus imitator;34;LOC108288361 tripartite motif-containing protein 34;['XM_017507263.2', 'XM_017507262.2', 'XM_017507264.1'];NW_016107685.1
103268949;Carlito syrichta;22;TRIM22 tripartite motif containing 22;['XM_008066532.2', 'XM_021716828.1'];NW_007253094.1
103268948;Carlito syrichta;5;TRIM5 tripartite motif containing 5;['XM_008066531.2'];NW_007253094.1
103268945;Carlito syrichta;6;TRIM6 tripartite motif containing 6;['XM_008066529.2'];NW_007253094.1
103268946;Carlito syrichta;34;LOC103268946 tripartite motif-containing protein 34-like;['XM_008066530.1'];NW_007253094.1
103270197;Carlito syrichta;5;LOC103270197 tripartite motif-containing protein 5-like;[];NW_007253846.1
101031737;Saimiri boliviensis;22;TRIM22 tripartite motif containing 22;['XM_003923356.2', 'XM_010334224.1', 'XM_010334223.1'];NW_024100923.1
104650647;Saimiri boliviensis;6;LOC104650647 tripartite motif-containing protein 6;['XM_039470989.1', 'XM_039470988.1', 'XM_010334227.2'];NW_024100923.1
101032043;Saimiri boliviensis;5;TRIM5 tripartite motif containing 5;['XM_010334225.2'];NW_024100923.1
117081698;Trachypithecus francoisi;34;TRIM34 tripartite motif containing 34;['XM_033207972.1', 'XM_033207971.1'];NW_022681473.1
117081693;Trachypithecus francoisi;22;TRIM22 tripartite motif containing 22;['XM_033207965.1'];NW_022681473.1
117081694;Trachypithecus francoisi;5;TRIM5 tripartite motif containing 5;['XM_033207969.1', 'XM_033207968.1', 'XM_033207966.1'];NW_022681473.1
117081699;Trachypithecus francoisi;6;TRIM6 tripartite motif containing 6;['XM_033207973.1'];NW_022681473.1
110576228;Neomonachus schauinslandi;22;TRIM22 tripartite motif containing 22;['XM_044919390.1', 'XM_021685294.1'];NC_058413.1
110576225;Neomonachus schauinslandi;6;TRIM6 tripartite motif containing 6;['XM_021685292.1', 'XM_021685291.1'];NC_058413.1
110576440;Neomonachus schauinslandi;34;LOC110576440 tripartite motif-containing protein 34-like;['XM_021685638.1'];NC_058413.1
110576227;Neomonachus schauinslandi;34;LOC110576227 tripartite motif-containing protein 34-like;['XM_021685293.1'];NC_058413.1
102972786;Panthera tigris;22;LOC102972786 E3 ubiquitin-protein ligase TRIM22;['XM_007092206.3'];NC_056669.1
102971923;Panthera tigris;34;LOC102971923 tripartite motif-containing protein 34;['XM_007092205.3', 'XM_042959563.1', 'XM_042959562.1', 'XM_015542100.2'];NC_056669.1
102948474;Panthera tigris;6;TRIM6 tripartite motif containing 6;['XM_042959564.1'];NC_056669.1
122231465;Panthera tigris;34;LOC122231465 tripartite motif-containing protein 34-like;[];NC_056669.1
100738479;Sus scrofa;34;LOC100738479 tripartite motif-containing protein 34;['XM_013979111.2', 'XM_021062359.1', 'XM_005667079.3', 'XM_013979110.2'];NC_010451.4
100622028;Sus scrofa;6;LOC100622028 tripartite motif-containing protein 6;['XM_021062360.1'];NC_010451.4
116600250;Mustela erminea;22;TRIM22 tripartite motif containing 22;['XM_032360382.1', 'XM_032360381.1'];NC_045622.1
116600253;Mustela erminea;6;TRIM6 tripartite motif containing 6;['XM_032360389.1'];NC_045622.1
116600255;Mustela erminea;5;LOC116600255 tripartite motif-containing protein 5-like;['XM_032360396.1', 'XM_032360395.1', 'XM_032360394.1', 'XM_032360393.1', 'XM_032360392.1'];NC_045622.1
116600251;Mustela erminea;34;LOC116600251 tripartite motif-containing protein 34-like;['XM_032360388.1', 'XM_032360387.1', 'XM_032360386.1', 'XM_032360385.1', 'XM_032360384.1', 'XM_032360383.1'];NC_045622.1
117974842;Pan paniscus;34;TRIM34 tripartite motif containing 34;['XM_034932031.1', 'XM_034932030.1'];NC_048250.1
100984796;Pan paniscus;22;TRIM22 tripartite motif containing 22;['XM_003819047.2'];NC_048250.1
100984455;Pan paniscus;5;TRIM5 tripartite motif containing 5;['XM_034932029.1', 'XM_008972438.3', 'XM_034932028.1', 'XM_008972434.3', 'XM_008972436.3', 'XM_003819046.4', 'XM_008972435.3'];NC_048250.1
103782663;Pan paniscus;6;TRIM6 tripartite motif containing 6;['XM_034932027.1', 'XM_008972429.3', 'XM_008972427.2', 'XM_008972428.2'];NC_048250.1
103247880;Chlorocebus sabaeus;22;TRIM22 tripartite motif containing 22;['XM_008019876.2', 'XM_008019875.2'];NW_023666043.1
103247900;Chlorocebus sabaeus;34;TRIM34 tripartite motif containing 34;['XM_008019891.2'];NW_023666043.1
103247899;Chlorocebus sabaeus;6;TRIM6 tripartite motif containing 6;['XM_038005537.1', 'XM_038005536.1'];NW_023666043.1
103247881;Chlorocebus sabaeus;5;TRIM5 tripartite motif containing 5;['XM_008019877.2', 'XM_008019878.2'];NW_023666043.1
102892772;Pteropus alecto;22;TRIM22 tripartite motif containing 22;['XM_025049459.1', 'XM_025049458.1', 'XM_006915676.3', 'XM_006915675.3'];NW_006438643.1
102893667;Pteropus alecto;6;TRIM6 tripartite motif containing 6;['XM_006915680.1', 'XM_006915679.1', 'XM_006915678.1'];NW_006438643.1
102893426;Pteropus alecto;34;LOC102893426 tripartite motif-containing protein 34-like;['XM_015592357.2'];NW_006438643.1
102888261;Pteropus alecto;34;LOC102888261 tripartite motif-containing protein 34;['XM_015592331.2'];NW_006438643.1
102893173;Pteropus alecto;34;LOC102893173 tripartite motif-containing protein 34-like;['XM_025049465.1'];NW_006438643.1
118933075;Manis pentadactyla;6;TRIM6 tripartite motif containing 6;['XM_036927048.1', 'XM_036927046.1', 'XM_036927045.1'];NW_023456606.1
118933069;Manis pentadactyla;22;LOC118933069 E3 ubiquitin-protein ligase TRIM22-like;[];NW_023456606.1
118933076;Manis pentadactyla;34;LOC118933076 tripartite motif-containing protein 34-like;['XR_005033002.1', 'XM_036927050.1', 'XM_036927049.1'];NW_023456606.1
118933068;Manis pentadactyla;5;LOC118933068 tripartite motif-containing protein 5-like;['XM_036927034.1', 'XM_036927033.1'];NW_023456606.1
109569683;Bos indicus;6;TRIM6 tripartite motif containing 6;['XM_019975310.1', 'XM_019975309.1'];NC_032664.1
109569682;Bos indicus;34;LOC109569682 tripartite motif-containing protein 34-like;['XM_019975308.1', 'XM_019975307.1', 'XM_019975306.1'];NC_032664.1
109569680;Bos indicus;5;LOC109569680 tripartite motif-containing protein 5-like;['XM_019975304.1', 'XM_019975303.1'];NC_032664.1
109569825;Bos indicus;5;LOC109569825 tripartite motif-containing protein 5-like;['XM_019975552.1', 'XM_019975551.1'];NC_032664.1
109569681;Bos indicus;5;LOC109569681 tripartite motif-containing protein 5-like;['XM_019975305.1'];NC_032664.1
109563642;Bos indicus;5;LOC109563642 tripartite motif-containing protein 5-like;['XM_019966981.1'];NC_032658.1
109570039;Bos indicus;5;LOC109570039 tripartite motif-containing protein 5-like;[];NC_032664.1
109569685;Bos indicus;5;LOC109569685 tripartite motif-containing protein 5-like;[];NC_032664.1
109568893;Bos indicus;5;LOC109568893 tripartite motif-containing protein 5-like;[];NC_032664.1
105307581;Pteropus vampyrus;6;TRIM6 tripartite motif containing 6;['XM_011383132.2', 'XM_011383133.1', 'XM_011383131.1'];NW_011889285.1
105307585;Pteropus vampyrus;22;LOC105307585 E3 ubiquitin-protein ligase TRIM22-like;['XM_023524874.1'];NW_011889285.1
105307583;Pteropus vampyrus;22;LOC105307583 E3 ubiquitin-protein ligase TRIM22-like;['XM_023524875.1'];NW_011889285.1
105307582;Pteropus vampyrus;34;LOC105307582 tripartite motif-containing protein 34-like;['XM_011383134.2'];NW_011889285.1
105307601;Pteropus vampyrus;34;LOC105307601 tripartite motif-containing protein 34-like;['XM_011383152.1'];NW_011889285.1
118628344;Molossus molossus;22;LOC118628344 E3 ubiquitin-protein ligase TRIM22-like;['XM_036259233.1'];NW_023425348.1
118628587;Molossus molossus;22;LOC118628587 E3 ubiquitin-protein ligase TRIM22-like;[];NW_023425348.1
118628584;Molossus molossus;22;LOC118628584 E3 ubiquitin-protein ligase TRIM22-like;[];NW_023425348.1
118628341;Molossus molossus;5;LOC118628341 tripartite motif-containing protein 5-like;['XM_036259231.1', 'XM_036259230.1', 'XR_004959280.1', 'XM_036259229.1', 'XM_036259228.1', 'XM_036259227.1', 'XM_036259226.1'];NW_023425348.1
118628345;Molossus molossus;5;LOC118628345 tripartite motif-containing protein 5-like;['XM_036259237.1', 'XM_036259236.1', 'XM_036259234.1'];NW_023425348.1
118627563;Molossus molossus;5;LOC118627563 tripartite motif-containing protein 5-like;['XM_036257832.1', 'XM_036257831.1', 'XM_036257830.1'];NW_023425348.1
118628586;Molossus molossus;6;LOC118628586 tripartite motif-containing protein 6-like;['XM_036259561.1'];NW_023425348.1
118628343;Molossus molossus;5;LOC118628343 tripartite motif-containing protein 5-like;['XM_036259232.1'];NW_023425348.1
118627833;Molossus molossus;34;LOC118627833 tripartite motif-containing protein 34-like;['XM_036258280.1'];NW_023425348.1
118625157;Molossus molossus;5;LOC118625157 tripartite motif-containing protein 5-like;['XM_036253644.1'];NW_023425346.1
118004093;Mirounga leonina;22;TRIM22 tripartite motif containing 22;['XM_034995251.1', 'XM_034995250.1', 'XM_034995249.1'];NW_023270852.1
118004094;Mirounga leonina;6;TRIM6 tripartite motif containing 6;['XM_034995255.1', 'XM_034995254.1', 'XM_034995253.1', 'XM_034995252.1'];NW_023270852.1
118004095;Mirounga leonina;34;LOC118004095 tripartite motif-containing protein 34-like;['XM_034995262.1', 'XM_034995261.1', 'XM_034995260.1', 'XM_034995259.1', 'XM_034995258.1', 'XM_034995257.1', 'XM_034995256.1'];NW_023270852.1
118004097;Mirounga leonina;34;LOC118004097 tripartite motif-containing protein 34-like;['XM_034995267.1', 'XM_034995266.1', 'XM_034995265.1', 'XM_034995263.1'];NW_023270852.1
114633506;Grammomys surdaster;6;Trim6 tripartite motif containing 6;['XM_028782071.1', 'XM_028782070.1'];NW_021605112.1
114633507;Grammomys surdaster;34;LOC114633507 tripartite motif-containing protein 34A;['XM_028782074.1', 'XM_028782073.1', 'XM_028782072.1'];NW_021605112.1
112317591;Desmodus rotundus;6;TRIM6 tripartite motif containing 6;['XM_045183610.1', 'XM_024574677.1'];NW_020093581.1
112317582;Desmodus rotundus;34;LOC112317582 tripartite motif-containing protein 34;['XM_024574667.2', 'XM_045183604.1', 'XM_024574667.1'];NW_020093581.1
112317592;Desmodus rotundus;22;LOC112317592 E3 ubiquitin-protein ligase TRIM22-like;['XM_024574678.2', 'XM_024574678.1'];NW_020093581.1
112317587;Desmodus rotundus;22;LOC112317587 E3 ubiquitin-protein ligase TRIM22-like;['XM_045183611.1', 'XM_024574672.1'];NW_020093581.1
112317581;Desmodus rotundus;5;LOC112317581 tripartite motif-containing protein 5;['XM_045183609.1', 'XM_045183608.1', 'XM_024574666.2', 'XM_024574666.1', 'XM_024574665.1'];NW_020093581.1
112317586;Desmodus rotundus;5;LOC112317586 tripartite motif-containing protein 5-like;['XM_024574671.2', 'XM_024574671.1'];NW_020093581.1
112317583;Desmodus rotundus;5;LOC112317583 tripartite motif-containing protein 5-like;['XM_024574668.2', 'XM_024574668.1'];NW_020093581.1
123478106;Desmodus rotundus;5;LOC123478106 tripartite motif-containing protein 5-like;['XM_045183607.1', 'XM_045183606.1', 'XM_045183605.1'];NW_020093581.1
112317577;Desmodus rotundus;5;LOC112317577 tripartite motif-containing protein 5-like;['XM_045183618.1', 'XM_024574661.1', 'XM_024574660.1', 'XM_024574659.1', 'XM_024574658.1'];NW_020093581.1
112317594;Desmodus rotundus;5;LOC112317594 tripartite motif-containing protein 5-like;[];NW_020093581.1
112317507;Desmodus rotundus;5;LOC112317507 tripartite motif-containing protein 5-like;[];NW_020093559.1
112305340;Desmodus rotundus;5;LOC112305340 tripartite motif-containing protein 5-like;[];NW_020091805.1
113248232;Ursus arctos horribilis;22;TRIM22 tripartite motif containing 22;['XM_044380476.1', 'XM_026489591.2', 'XM_026489590.2'];NW_020656251.1
113248235;Ursus arctos horribilis;6;TRIM6 tripartite motif containing 6;['XM_026489601.2'];NW_020656251.1
113248236;Ursus arctos horribilis;5;LOC113248236 tripartite motif-containing protein 5-like;['XM_026489604.2', 'XM_026489603.2', 'XM_044380480.1', 'XM_044380479.1', 'XM_044380478.1', 'XM_026489602.2', 'XM_044380477.1'];NW_020656251.1
113248233;Ursus arctos horribilis;34;LOC113248233 tripartite motif-containing protein 34-like;['XM_026489600.2', 'XM_044380482.1', 'XM_026489599.2', 'XM_026489594.2', 'XM_044380481.1', 'XM_026489592.2'];NW_020656251.1
103077826;Lipotes vexillifer;6;TRIM6 tripartite motif containing 6;['XM_007459799.1', 'XM_007459798.1'];NW_006787051.1
